date, pm25, pm10, o3, no2, so2
2020/9/24, 83, , 32, 1, 
2020/9/25, 72, , 28, 1, 
2020/9/26, 63, , 30, 1, 
2020/9/27, 54, , 22, 1, 
2020/9/28, 49, , 28, 1, 
2020/9/29, 25, , 26, , 
2020/9/30, 25, , 21, 1, 
2020/4/1, 16, , 38, , 
2020/4/2, 16, , 36, , 
2020/4/3, 12, , 32, , 
2020/4/4, 12, , 32, , 
2020/4/5, 10, , 38, 2, 
2020/4/6, 38, , 38, 1, 
2020/4/7, 44, , 31, , 
2020/4/8, 17, , 34, , 
2020/4/9, 14, , 31, , 
2020/4/10, 12, , 32, , 
2020/4/11, 11, , 33, 1, 
2020/4/12, 23, , 34, , 
2020/4/13, 10, , 33, , 
2020/4/14, 11, , 33, , 
2020/4/15, 12, , 33, , 
2020/4/16, 10, , 31, , 
2020/4/17, 10, , 33, , 
2020/4/18, 13, , 33, , 
2020/4/19, 10, , 32, , 
2020/4/20, 10, , 36, , 
2020/4/21, 11, , 34, , 
2020/4/22, 13, , 37, , 
2020/4/23, 12, , 36, , 
2020/4/24, 9, , 35, , 
2020/4/25, 12, , 34, , 
2020/4/26, 12, , 33, , 
2020/4/27, 12, , 32, , 
2020/4/28, 9, , 28, , 
2020/4/29, 18, , 30, , 
2020/4/30, 17, , 31, 1, 
2020/5/1, 24, , 35, 2, 
2020/5/2, 23, , 33, 1, 
2020/5/3, 7, , 32, , 
2020/5/4, 18, , 33, , 
2020/5/5, 20, , 34, , 
2020/5/6, 12, , 31, , 
2020/5/7, 11, , 34, , 
2020/5/8, 15, , 32, , 
2020/5/9, 12, , 41, 1, 
2020/5/10, 22, , 33, , 
2020/5/11, 8, , 27, , 
2020/5/12, 13, , 32, , 
2020/5/13, 14, , 32, , 
2020/5/14, 12, , 33, , 
2020/5/15, 13, , 32, , 
2020/5/16, 10, , 25, , 
2020/5/17, 12, , 27, , 
2020/5/18, 10, , 29, , 
2020/5/19, 12, , 30, , 
2020/5/20, 14, , 30, , 
2020/5/21, 19, , 31, , 
2020/5/22, 20, , 33, 1, 
2020/5/23, 21, , 36, 1, 
2020/5/24, 26, , 34, , 
2020/5/25, 16, , 32, , 
2020/5/26, 20, , 29, , 
2020/5/27, 18, , 28, , 
2020/5/28, 10, , 28, , 
2020/5/29, 11, , 28, , 
2020/5/30, 11, , 29, , 
2020/5/31, 12, , 24, , 
2020/6/1, 16, , 33, , 
2020/6/2, 16, , 34, , 
2020/6/3, 18, , 31, , 
2020/6/4, 15, , 31, 1, 
2020/6/5, 39, , 33, , 
2020/6/6, 30, , 36, , 
2020/6/7, 25, , 36, 2, 
2020/6/8, 38, , 34, 1, 
2020/6/9, 20, , 29, , 
2020/6/10, 13, , 31, , 
2020/6/11, 26, , 29, , 
2020/6/12, 26, , 29, , 
2020/6/13, 17, , 37, , 
2020/6/14, 15, , 34, 1, 
2020/6/15, 32, , 30, 2, 
2020/6/16, 34, , 36, , 
2020/6/17, 22, , 35, , 
2020/6/18, 24, , 33, , 
2020/6/19, 36, , 32, , 
2020/6/20, 31, , 26, , 
2020/6/21, 15, , 31, , 
2020/6/22, 17, , 36, 1, 
2020/6/23, 26, , 36, , 
2020/6/24, 22, , 36, , 
2020/6/25, 34, , 41, 1, 
2020/6/26, 28, , 51, 1, 
2020/6/27, 41, , 44, 1, 
2020/6/28, 44, , 31, 1, 
2020/6/29, 25, , 33, , 
2020/6/30, 23, , 26, , 
2020/1/1, 17, , 28, , 
2020/1/2, 29, , 33, , 
2020/1/3, 34, , 33, , 
2020/1/4, 24, , 29, , 
2020/1/5, 19, , 26, , 
2020/1/6, 14, , 24, , 
2020/1/7, 16, , 30, 1, 
2020/1/8, 30, , 30, , 
2020/1/9, 21, , 28, , 
2020/1/10, 19, , 30, , 
2020/1/11, 27, , 28, , 
2020/1/12, 19, , 27, , 
2020/1/13, 15, , 27, , 
2020/1/14, 28, , 29, 1, 
2020/1/15, 24, , 31, , 
2020/1/16, 20, , 26, 1, 
2020/1/17, 30, , 28, 1, 
2020/1/18, 56, , 29, , 
2020/1/19, 12, , 29, , 
2020/1/20, 22, , 33, , 
2020/1/21, 27, , 33, , 
2020/1/22, 15, , 31, , 
2020/1/23, 14, , 27, 1, 
2020/1/24, 18, , 32, , 
2020/1/25, 40, , 27, , 
2020/1/26, 34, , 21, 1, 
2020/1/27, 20, , 20, 2, 
2020/1/28, 33, , 19, 1, 
2020/1/29, 36, , 22, 1, 
2020/1/30, 27, , 26, , 
2020/1/31, 14, , 26, , 
2020/2/1, 14, , 27, , 
2020/2/2, 18, , 30, , 
2020/2/3, 7, , 33, , 
2020/2/4, 7, , 30, , 
2020/2/5, 12, , 31, , 
2020/2/6, 9, , 29, , 
2020/2/7, 12, , 26, , 
2020/2/8, 13, , 27, 1, 
2020/2/9, 45, , 32, 1, 
2020/2/10, 23, , 32, , 
2020/2/11, 16, , 30, , 
2020/2/12, 17, , 27, , 
2020/2/13, 11, , 27, , 
2020/2/14, 11, , 28, , 
2020/2/15, 17, , 23, 1, 
2020/2/16, 30, , 34, , 
2020/2/17, 18, , 29, , 
2020/2/18, 22, , 31, , 
2020/2/19, 17, , 30, , 
2020/2/20, 9, , 30, , 
2020/2/21, 24, , 33, , 
2020/2/22, 17, , 31, , 
2020/2/23, 14, , 32, , 
2020/2/24, 12, , 31, , 
2020/2/25, 10, , 30, , 
2020/2/26, 11, , 30, , 
2020/2/27, 15, , 30, , 
2020/2/28, 12, , 29, , 
2020/2/29, 12, , 30, , 
2020/3/1, 23, , 27, 1, 
2020/3/2, 18, , 18, 5, 
2020/3/3, 34, , 19, 2, 
2020/3/4, 25, , 24, , 
2020/3/5, 9, , 23, , 
2020/3/6, 11, , 21, 3, 
2020/3/7, 17, , 34, 2, 
2020/3/8, 20, , 31, 2, 
2020/3/9, 48, , 30, 2, 
2020/3/10, 33, , 26, 1, 
2020/3/11, 18, , 34, , 
2020/3/12, 14, , 32, , 
2020/3/13, 8, , 32, , 
2020/3/14, 6, , 34, , 
2020/3/15, 21, , 34, , 
2020/3/16, 21, , 31, , 
2020/3/17, 14, , 27, 1, 
2020/3/18, 15, , 30, , 
2020/3/19, 10, , 29, , 
2020/3/20, 10, , 33, , 
2020/3/21, 10, , 34, , 
2020/3/22, 12, , 33, , 
2020/3/23, 15, , 36, , 
2020/3/24, 23, , 39, 1, 
2020/3/25, 40, , 43, 1, 
2020/3/26, 46, , 42, 1, 
2020/3/27, 43, , 41, 1, 
2020/3/28, 34, , 32, , 
2020/3/29, 6, , , , 
2019/10/1, 10, , 22, , 
2019/10/2, 12, , 17, , 
2019/10/3, 11, , 26, , 
2019/10/4, 10, , 26, , 
2019/10/5, 11, , 27, , 
2019/10/6, 11, , 27, , 
2019/10/7, 11, , 28, , 
2019/10/8, 10, , 30, , 
2019/10/9, 10, , 26, 1, 
2019/10/10, 20, , 23, , 
2019/10/11, 17, , 25, , 
2019/10/12, 13, , 23, , 
2019/10/13, 9, , 28, , 
2019/10/14, 11, , 21, , 
2019/10/15, 20, , 16, , 
2019/10/16, 36, , 8, 1, 
2019/10/17, 14, , 16, 1, 
2019/10/18, 14, , 27, 1, 
2019/10/19, 25, , 21, 1, 
2019/10/20, 28, , 22, , 
2019/10/21, 5, , 25, , 
2019/10/22, 19, , 27, , 
2019/10/23, 16, , 27, , 
2019/10/24, 18, , 26, 1, 
2019/10/25, 43, , 30, , 
2019/10/26, 5, , 29, , 
2019/10/27, 5, , 25, , 
2019/10/28, 28, , 28, , 
2019/10/31, 5, , 30, , 
2019/11/14, 13, , 24, 1, 
2019/11/15, 10, , 18, 1, 
2019/11/16, 33, , 20, 1, 
2019/11/17, 29, , 18, 1, 
2019/11/18, 27, , 18, 1, 
2019/11/19, 57, , 19, 1, 
2019/11/20, 23, , 24, , 
2019/11/21, 18, , 17, 1, 
2019/11/22, 31, , 16, 1, 
2019/11/23, 26, , 15, 1, 
2019/11/24, 42, , 18, 1, 
2019/11/25, 38, , 18, 1, 
2019/11/26, 42, , 11, 2, 
2019/11/27, 24, , 12, 2, 
2019/11/28, 36, , 31, 1, 
2019/11/29, 30, , 33, , 
2019/11/30, 4, , 32, , 
2019/12/1, 1, , 32, , 
2019/12/7, 2, , 28, , 
2019/12/8, 2, , 32, , 
2019/12/9, 43, , 30, , 
2019/12/12, 29, , 22, 1, 
2019/12/13, 36, , 20, 1, 
2019/12/14, 33, , 32, , 
2019/12/15, 21, , 31, , 
2019/12/16, 16, , 29, , 
2019/12/17, 21, , 27, 2, 
2019/12/18, 35, , 26, , 
2019/12/19, 20, , 25, 1, 
2019/12/20, 27, , 16, 1, 
2019/12/21, 62, , 22, 1, 
2019/12/22, 44, , 25, , 
2019/12/23, 10, , 28, , 
2019/12/24, 12, , 26, , 
2019/12/25, 9, , 15, , 
2019/12/26, 8, , 27, , 
2019/12/27, 18, , 29, , 
2019/12/28, 20, , 29, , 
2019/12/29, 26, , , , 
2019/7/1, 32, , 25, , 
2019/7/2, 14, , 24, , 
2019/7/3, 10, , 28, , 
2019/7/4, 12, , 29, , 
2019/7/5, 10, , 24, , 
2019/7/6, 16, , 24, , 
2019/7/7, 22, , 21, , 
2019/7/8, 18, , 14, , 
2019/7/9, 13, , 25, , 
2019/7/10, 18, , 26, , 
2019/7/11, 27, , 29, , 
2019/7/12, 18, , 31, , 
2019/7/13, 17, , 26, , 
2019/7/14, 18, , 33, , 
2019/7/15, 16, , 29, , 
2019/7/16, 14, , 28, , 
2019/7/17, 21, , 29, , 
2019/7/18, 28, , 28, , 
2019/7/19, 23, , 36, , 
2019/7/20, 13, , 30, 1, 
2019/7/21, 18, , 38, 1, 
2019/7/22, 23, , 30, 1, 
2019/7/23, 22, , 32, , 
2019/7/24, 19, , 33, 1, 
2019/7/25, 18, , 37, , 
2019/7/26, 29, , 42, , 
2019/7/27, 35, , 32, , 
2019/7/28, 43, , 28, 1, 
2019/7/29, 30, , 25, 1, 
2019/7/30, 11, , 23, , 
2019/7/31, 13, , 24, 1, 
2019/8/1, 20, , 27, 1, 
2019/8/2, 24, , 24, 1, 
2019/8/3, 16, , 25, 1, 
2019/8/4, 16, , 31, , 
2019/8/5, 16, , 35, , 
2019/8/6, 24, , 41, , 
2019/8/7, 25, , 37, , 
2019/8/8, 21, , 33, , 
2019/8/9, 27, , 35, , 
2019/8/10, 27, , 31, , 
2019/8/11, 20, , 39, , 
2019/8/12, 18, , 34, , 
2019/8/13, 20, , 31, , 
2019/8/14, 18, , 32, , 
2019/8/15, 15, , 37, , 
2019/8/16, 19, , 33, , 
2019/8/17, 20, , 35, , 
2019/8/18, 23, , 38, , 
2019/8/19, 25, , 29, , 
2019/8/20, 19, , 31, , 
2019/8/21, 21, , 34, , 
2019/8/22, 21, , 38, , 
2019/8/23, 21, , 24, , 
2019/8/24, 25, , 27, , 
2019/8/25, 13, , 32, , 
2019/8/26, 24, , 43, 1, 
2019/8/27, 35, , 38, 1, 
2019/8/28, 38, , 32, 1, 
2019/8/29, 34, , 31, 1, 
2019/8/30, 35, , 37, , 
2019/8/31, 16, , 35, , 
2019/9/1, 23, , 31, 1, 
2019/9/2, 36, , 32, , 
2019/9/3, 12, , 30, , 
2019/9/4, 14, , 30, , 
2019/9/5, 18, , 27, , 
2019/9/6, 15, , 34, , 
2019/9/7, 12, , 31, , 
2019/9/8, 21, , 32, , 
2019/9/9, 29, , 36, 2, 
2019/9/10, 48, , 30, , 
2019/9/11, 21, , 33, , 
2019/9/12, 22, , 25, , 
2019/9/13, 16, , 28, , 
2019/9/14, 13, , 28, , 
2019/9/15, 17, , 25, , 
2019/9/16, 14, , 25, , 
2019/9/17, 11, , 22, , 
2019/9/18, 14, , 27, , 
2019/9/19, 13, , 26, , 
2019/9/20, 12, , 27, , 
2019/9/21, 14, , 26, , 
2019/9/22, 10, , 26, , 
2019/9/23, 11, , 28, , 
2019/9/24, 11, , 30, , 
2019/9/25, 14, , 25, 1, 
2019/9/26, 16, , 29, , 
2019/9/27, 20, , 30, 1, 
2019/9/28, 28, , 24, , 
2019/9/29, 24, , 25, , 
2019/9/30, 13, , 27, , 
2019/4/1, 14, , 33, 1, 
2019/4/2, 14, , 38, 1, 
2019/4/3, 28, , 40, 2, 
2019/4/4, 47, , 39, 3, 
2019/4/5, 50, , 38, 4, 
2019/4/6, 49, , 41, 3, 
2019/4/7, 46, , 40, 1, 
2019/4/8, 33, , 31, , 
2019/4/9, 12, , 30, , 
2019/4/10, 10, , 33, , 
2019/4/11, 17, , 35, , 
2019/4/12, 15, , 36, , 
2019/4/13, 13, , 39, , 
2019/4/14, 15, , 39, 1, 
2019/4/15, 13, , 39, 2, 
2019/4/16, 18, , 42, 1, 
2019/4/17, 20, , 42, 1, 
2019/4/18, 17, , 45, 1, 
2019/4/19, 34, , 42, 1, 
2019/4/20, 27, , 39, 3, 
2019/4/21, 33, , 39, 3, 
2019/4/22, 43, , 43, 3, 
2019/4/23, 60, , 42, 5, 
2019/4/24, 67, , 61, 3, 
2019/4/25, 82, , 55, 3, 
2019/4/26, 65, , 48, 3, 
2019/4/27, 61, , 41, , 
2019/4/28, 20, , 34, 1, 
2019/4/29, 22, , 28, 5, 
2019/4/30, 29, , 36, 6, 
2019/5/1, 29, , 36, , 
2019/5/2, 10, , 35, , 
2019/5/3, 35, , 31, , 
2019/5/4, 18, , 32, , 
2019/5/5, 14, , 37, 1, 
2019/5/6, 27, , 37, , 
2019/5/7, 15, , 36, 1, 
2019/5/8, 19, , 38, 2, 
2019/5/9, 16, , 34, 3, 
2019/5/10, 29, , 36, 5, 
2019/5/11, 35, , 32, 2, 
2019/5/12, 17, , 28, , 
2019/5/13, 7, , 31, , 
2019/5/14, 8, , 34, 1, 
2019/5/15, 13, , 37, 1, 
2019/5/16, 22, , 45, 1, 
2019/5/17, 16, , 44, 2, 
2019/5/18, 23, , 35, 3, 
2019/5/19, 36, , 32, 3, 
2019/5/20, 45, , 43, 5, 
2019/5/21, 53, , 44, 2, 
2019/5/22, 57, , 29, 1, 
2019/5/23, 43, , 26, 3, 
2019/5/24, 20, , 38, 1, 
2019/5/25, 25, , 32, 1, 
2019/5/26, 15, , 25, , 
2019/5/27, 16, , 31, 2, 
2019/5/28, 20, , 32, 2, 
2019/5/29, 16, , 34, 2, 
2019/5/30, 15, , 33, 1, 
2019/5/31, 18, , 28, 1, 
2019/6/1, 18, , 26, 1, 
2019/6/2, 15, , 30, 2, 
2019/6/3, 18, , 38, 2, 
2019/6/4, 36, , 41, 4, 
2019/6/5, 56, , 36, 7, 
2019/6/6, 58, , 40, 4, 
2019/6/7, 55, , 41, 3, 
2019/6/8, 53, , 40, 1, 
2019/6/9, 38, , 39, , 
2019/6/10, 22, , 40, 3, 
2019/6/11, 20, , 29, , 
2019/6/12, 13, , 24, 1, 
2019/6/13, 24, , 28, 2, 
2019/6/14, 30, , 42, 1, 
2019/6/15, 25, , 48, 2, 
2019/6/16, 27, , 42, 1, 
2019/6/17, 26, , 33, 1, 
2019/6/18, 25, , 41, 1, 
2019/6/19, 29, , 43, 4, 
2019/6/20, 41, , 43, 1, 
2019/6/21, 48, , 30, 1, 
2019/6/22, 17, , 28, 1, 
2019/6/23, 13, , 27, 1, 
2019/6/24, 13, , 29, , 
2019/6/25, 11, , 28, 1, 
2019/6/26, 13, , 31, , 
2019/6/27, 18, , 26, , 
2019/6/28, 12, , 29, 1, 
2019/6/29, 14, , 35, 1, 
2019/6/30, 14, , 42, 1, 
2019/1/1, 16, , 31, , 
2019/1/2, 10, , 30, , 
2019/1/3, 10, , 28, , 
2019/1/4, 15, , 27, , 
2019/1/5, 9, , 31, , 
2019/1/6, 9, , 28, 1, 
2019/1/7, 12, , 22, 1, 
2019/1/8, 17, , 30, , 
2019/1/9, 13, , 31, , 
2019/1/10, 10, , 34, , 
2019/1/11, 13, , 30, , 
2019/1/12, 9, , 30, , 
2019/1/13, 8, , 30, , 
2019/1/14, 7, , 30, , 
2019/1/15, 8, , 30, , 
2019/1/16, 8, , 29, 1, 
2019/1/17, 12, , 30, , 
2019/1/18, 10, , 32, , 
2019/1/19, 10, , 31, , 
2019/1/20, 9, , 27, , 
2019/1/21, 14, , 29, , 
2019/1/22, 12, , 26, 1, 
2019/1/23, 14, , 30, 1, 
2019/1/24, 25, , 28, , 
2019/1/25, 29, , 25, 1, 
2019/1/26, 24, , 26, 1, 
2019/1/27, 24, , 27, 1, 
2019/1/28, 39, , 22, 2, 
2019/1/29, 67, , 18, 2, 
2019/1/30, 46, , 22, 3, 
2019/1/31, 36, , 20, 3, 
2019/2/1, 29, , 14, 2, 
2019/2/2, 28, , 19, 2, 
2019/2/3, 18, , 25, 1, 
2019/2/4, 18, , 25, 1, 
2019/2/5, 21, , 24, 1, 
2019/2/6, 12, , 25, 1, 
2019/2/7, 11, , 32, 2, 
2019/2/8, 36, , 25, 2, 
2019/2/9, 40, , 30, 1, 
2019/2/10, 17, , 28, 2, 
2019/2/11, 21, , 33, , 
2019/2/12, 9, , 33, 1, 
2019/2/13, 10, , 34, 1, 
2019/2/14, 21, , 24, 1, 
2019/2/15, 17, , 24, 3, 
2019/2/16, 37, , 33, 1, 
2019/2/17, 13, , 30, 1, 
2019/2/18, 14, , 26, 2, 
2019/2/19, 50, , 33, , 
2019/2/20, 7, , 31, , 
2019/2/21, 9, , 32, , 
2019/2/22, 10, , 24, 1, 
2019/2/23, 22, , 28, 1, 
2019/2/24, 27, , 37, , 
2019/2/25, 9, , 34, , 
2019/2/26, 7, , 30, 2, 
2019/2/27, 19, , 33, , 
2019/2/28, 10, , 34, , 
2019/3/1, 2, , 35, 1, 
2019/3/2, 18, , 32, , 
2019/3/3, 12, , 29, , 
2019/3/4, 18, , 34, 1, 
2019/3/5, 20, , 34, , 
2019/3/6, 8, , 29, 1, 
2019/3/7, 30, , 28, 2, 
2019/3/8, 16, , 34, , 
2019/3/9, 11, , 34, , 
2019/3/10, 6, , 32, , 
2019/3/11, 20, , 33, , 
2019/3/12, 12, , 32, , 
2019/3/13, 35, , 26, 2, 
2019/3/14, 51, , 26, 1, 
2019/3/15, 20, , 20, 2, 
2019/3/16, 24, , 29, 1, 
2019/3/17, 10, , 34, 1, 
2019/3/18, 14, , 31, 1, 
2019/3/19, 28, , 31, 1, 
2019/3/20, 13, , 35, 1, 
2019/3/21, 14, , 36, , 
2019/3/22, 15, , 34, , 
2019/3/23, 18, , 35, , 
2019/3/24, 12, , 31, 1, 
2019/3/25, 14, , 35, , 
2019/3/26, 4, , 33, 1, 
2019/3/27, 17, , 32, 1, 
2019/3/28, 17, , 35, , 
2019/3/29, 19, , 34, 1, 
2019/3/30, 27, , 35, , 
2019/3/31, 7, , 34, , 
2018/10/1, 11, , 29, , 
2018/10/2, 9, , 28, , 
2018/10/3, 10, , 23, , 
2018/10/4, 4, , , , 
